2001000011|我没想到为了你我能疯狂到山崩海啸|w o m ei x iang d ao w ei l e n i SP w o n eng f eng SP k uang d ao SP AP sh an b eng h ai x iao|A4 A4 G#4/Ab4 G#4/Ab4 F#4/Gb4 F#4/Gb4 E4 E4 E4 E4 B4 B4 B4 B4 rest B4 B4 B4 B4 E4 E4 rest E4 E4 C#4/Db4 C#4/Db4 rest rest A4 A4 G#4/Ab4 G#4/Ab4 F#4/Gb4 F#4/Gb4 E4 E4|0.409870 0.409870 0.263320 0.263320 0.511730 0.511730 0.288400 0.288400 0.212900 0.212900 0.093530 0.093530 0.327780 0.327780 0.044270 0.348680 0.348680 0.185350 0.185350 0.547070 0.547070 0.072740 0.609800 0.609800 0.512980 0.512980 0.652600 0.324010 0.465470 0.465470 0.356220 0.356220 0.229240 0.229240 0.384620 0.384620|0.09958 0.31029 0.06521 0.19811 0.16309 0.34864 0.06004 0.22836 0.07019 0.14271 0.03905 0.05448 0.12031 0.20747 0.04427 0.07761 0.27107 0.03521 0.15014 0.1894 0.35767 0.07274 0.08694 0.52286 0.0304 0.48258 0.6526 0.32401 0.20297 0.2625 0.08154 0.27468 0.07492 0.15432 0.19372 0.1909|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001000012|没有你根本不想逃我的大脑|m ei y ou n i SP g en b en en b u x iang t ao SP AP w o d e d a n ao|E4 E4 B4 B4 B4 B4 rest B4 B4 B4 B4 E4 E4 E4 E4 E4 D#4/Eb4 D#4/Eb4 rest rest A4 A4 G#4/Ab4 G#4/Ab4 F#4/Gb4 F#4/Gb4 E4 E4|0.297000 0.297000 0.147070 0.147070 0.227370 0.227370 0.125580 0.345020 0.345020 0.198380 0.198380 0.172220 0.278080 0.278080 0.714580 0.714580 0.683460 0.683460 0.590940 0.335680 0.455320 0.455320 0.323610 0.323610 0.256000 0.256000 0.385330 0.385330|0.13084 0.16616 0.05505 0.09202 0.04023 0.18714 0.12558 0.02172 0.3233 0.0116 0.18678 0.17222 0.01856 0.25952 0.23857 0.47601 0.11289 0.57057 0.59094 0.33568 0.11933 0.33599 0.06001 0.2636 0.01741 0.23859 0.1489 0.23643|0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001000013|为了你已经疯狂到脉搏心跳没有你|w ei l e n i y i j ing f eng k uang d ao SP AP m ai b o x in t iao m ei y ou n i SP|E4 E4 B4 B4 B4 B4 B4 B4 B4 B4 E4 E4 E4 E4 C#4/Db4 C#4/Db4 rest rest A4 A4 G#4/Ab4 G#4/Ab4 F#4/Gb4 F#4/Gb4 E4 E4 E4 E4 B4 B4 B4 B4 rest|0.139940 0.139940 0.159200 0.159200 0.278140 0.278140 0.344170 0.344170 0.346840 0.346840 0.555180 0.555180 0.645060 0.645060 0.424550 0.424550 0.712900 0.449760 0.437450 0.437450 0.217640 0.217640 0.388910 0.388910 0.275920 0.275920 0.248330 0.248330 0.197650 0.197650 0.205530 0.205530 0.144270|0.0516 0.08834 0.08801 0.07119 0.09819 0.17995 0.14115 0.20302 0.17673 0.17011 0.15692 0.39826 0.12536 0.5197 0.04799 0.37656 0.7129 0.44976 0.11295 0.3245 0.02664 0.191 0.13184 0.25707 0.06468 0.21124 0.12887 0.11946 0.05069 0.14696 0.04331 0.16222 0.14427|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001000014|根本不重要|g en b en SP b u zh ong y ao SP|B4 B4 B4 B4 rest E4 E4 E4 E4 D#4/Eb4 D#4/Eb4 rest|0.360300 0.360300 0.280010 0.280010 0.052750 0.359380 0.359380 0.664350 0.664350 0.753250 0.753250 2.602930|0.03021 0.33009 0.01498 0.26503 0.05275 0.0264 0.33298 0.1555 0.50885 0.13896 0.61429 2.60293|0 0 0 0 0 0 0 0 0 0 0 0
2001000015|一双围在我胸口的臂弯|y i sh uang w ei z ai w o x iong k ou d e SP b i w an AP|G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 F#4/Gb4 F#4/Gb4 F#4/Gb4 F#4/Gb4 E4 E4 E4 E4 D#4/Eb4 D#4/Eb4 D#4/Eb4 D#4/Eb4 rest E4 E4 E4 E4 rest|0.233900 0.233900 0.430920 0.430920 0.305060 0.305060 0.381040 0.381040 0.206160 0.206160 0.491620 0.491620 0.404890 0.404890 0.181610 0.181610 0.143330 0.250050 0.250050 0.740640 0.740640 0.243260|0.06443 0.16947 0.17626 0.25466 0.09847 0.20659 0.12521 0.25583 0.09453 0.11163 0.20393 0.28769 0.08401 0.32088 0.02948 0.15213 0.14333 0.03892 0.21113 0.12841 0.61223 0.24326|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001000016|足够抵挡天旋地转|z u g ou d i SP d ang SP AP t ian x van d i zh uan SP|B3 B3 B3 B3 B3 B3 rest G#4/Ab4 G#4/Ab4 rest rest B3 B3 B3 B3 B3 B3 F#4/Gb4 F#4/Gb4 rest|0.442700 0.442700 0.355560 0.355560 0.610390 0.610390 0.091130 0.914050 0.914050 0.049170 0.331890 0.306870 0.306870 0.473410 0.473410 0.588950 0.588950 1.299380 1.299380 1.472780|0.13623 0.30647 0.0292 0.32636 0.03715 0.57324 0.09113 0.03732 0.87673 0.04917 0.33189 0.07966 0.22721 0.14661 0.3268 0.03703 0.55192 0.11246 1.18692 1.47278|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001000017|一种执迷不放手的倔强足以|y i SP zh ong zh i m i SP b u f ang sh ou d e j ve j iang iang iang AP z u y i SP|G#4/Ab4 G#4/Ab4 rest G#4/Ab4 G#4/Ab4 F#4/Gb4 F#4/Gb4 F#4/Gb4 F#4/Gb4 rest E4 E4 E4 E4 D#4/Eb4 D#4/Eb4 D#4/Eb4 D#4/Eb4 E4 E4 E4 E4 D#4/Eb4 C#4/Db4 rest B3 B3 B3 B3 rest|0.261450 0.261450 0.054160 0.342870 0.342870 0.213710 0.213710 0.453290 0.453290 0.036810 0.171800 0.171800 0.402920 0.402920 0.473320 0.473320 0.221960 0.221960 0.395910 0.395910 0.261920 0.261920 0.240020 0.273800 0.243120 0.361240 0.361240 0.301600 0.301600 0.072250|0.05265 0.2088 0.05416 0.05582 0.28705 0.08265 0.13106 0.17909 0.2742 0.03681 0.02671 0.14509 0.18671 0.21621 0.1767 0.29662 0.03131 0.19065 0.12413 0.27178 0.07871 0.18321 0.24002 0.2738 0.24312 0.12409 0.23715 0.04875 0.25285 0.07225|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
2001000018|点燃所有希望|d ian r an AP s ou y ou x i w ang ang SP AP|B3 B3 G#4/Ab4 G#4/Ab4 rest B3 B3 B3 B3 B3 B3 E4 E4 F#4/Gb4 rest rest|0.604600 0.604600 0.942130 0.942130 0.343040 0.420960 0.420960 0.260520 0.260520 0.831380 0.831380 0.227950 0.227950 0.841250 0.832080 0.401940|0.03378 0.57082 0.09136 0.85077 0.34304 0.17748 0.24348 0.08291 0.17761 0.24236 0.58902 0.04003 0.18792 0.84125 0.83208 0.40194|0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2001000019|宇宙磅礡而冷漠我们的爱微小却闪烁|y v zh ou b ang ang b o er l eng eng m o o o AP w o m en d e ai w ei x iao q ve sh an sh ou uo uo AP SP|C#4/Db4 C#4/Db4 D#4/Eb4 D#4/Eb4 C#4/Db4 C#4/Db4 D#4/Eb4 E4 E4 D#4/Eb4 E4 E4 F#4/Gb4 G#4/Ab4 G#4/Ab4 A4 G#4/Ab4 rest C#4/Db4 C#4/Db4 C#4/Db4 C#4/Db4 D#4/Eb4 D#4/Eb4 C#4/Db4 D#4/Eb4 D#4/Eb4 E4 E4 D#4/Eb4 D#4/Eb4 E4 E4 G#4/Ab4 G#4/Ab4 A4 G#4/Ab4 rest rest|0.194490 0.194490 0.191880 0.191880 0.219800 0.219800 0.138290 0.170840 0.170840 0.204960 0.131260 0.131260 0.219430 0.183230 0.183230 0.197770 0.379730 0.380810 0.203550 0.203550 0.165270 0.165270 0.141470 0.141470 0.159550 0.111580 0.111580 0.246980 0.246980 0.126240 0.126240 0.329620 0.329620 0.306020 0.306020 0.171160 0.302490 0.236470 0.095710|0.05355 0.14094 0.06248 0.1294 0.06762 0.15218 0.13829 0.06402 0.10682 0.20496 0.0324 0.09886 0.21943 0.07985 0.10338 0.19777 0.37973 0.38081 0.07355 0.13 0.0711 0.09417 0.05535 0.08612 0.15955 0.03354 0.07804 0.09701 0.14997 0.05886 0.06738 0.11824 0.21138 0.15725 0.14877 0.17116 0.30249 0.23647 0.09571|0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
2001000020|颠簸却如此忘我|d ian b o o o AP q ve r u c i i i w ang w o SP AP|E4 E4 G#4/Ab4 G#4/Ab4 A4 G#4/Ab4 rest E4 E4 F#4/Gb4 F#4/Gb4 G#4/Ab4 G#4/Ab4 A4 G#4/Ab4 E4 E4 F#4/Gb4 F#4/Gb4 rest rest|0.345950 0.345950 0.183580 0.183580 0.203120 0.297540 0.208410 0.268880 0.268880 0.129320 0.129320 0.286290 0.286290 0.197670 0.193280 0.270630 0.270630 1.779550 1.779550 0.954820 0.402450|0.04122 0.30473 0.07657 0.10701 0.20312 0.29754 0.20841 0.12358 0.1453 0.04573 0.08359 0.14689 0.1394 0.19767 0.19328 0.08143 0.1892 0.14493 1.63462 0.95482 0.40245|0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
2001000021|缘分让我们相遇乱世以外|y van f en r ang w o m en x iang y v AP l uan sh i y i w ai AP|D#4/Eb4 D#4/Eb4 E4 E4 E4 E4 F#4/Gb4 F#4/Gb4 F#4/Gb4 F#4/Gb4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 rest B4 B4 B4 B4 C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 rest|0.305880 0.305880 0.420570 0.420570 0.314670 0.314670 0.326070 0.326070 0.231100 0.231100 0.488270 0.488270 0.366960 0.366960 0.132120 0.134460 0.134460 0.340770 0.340770 0.373190 0.373190 1.607590 1.607590 0.457530|0.0712 0.23468 0.15358 0.26699 0.09381 0.22086 0.10321 0.22286 0.06331 0.16779 0.21222 0.27605 0.09158 0.27538 0.13212 0.04264 0.09182 0.16058 0.18019 0.16282 0.21037 0.14057 1.46702 0.45753|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001000022|命运却要我们危难中相爱|m ing y vn q ve y ao w o m en w ei n an zh ong x iang ai SP AP|E4 E4 F#4/Gb4 F#4/Gb4 F#4/Gb4 F#4/Gb4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 B4 B4 B4 B4 E4 E4 G#4/Ab4 G#4/Ab4 F#4/Gb4 F#4/Gb4 F#4/Gb4 rest rest|0.374820 0.374820 0.243240 0.243240 0.368940 0.368940 0.317050 0.317050 0.366490 0.366490 0.363700 0.363700 0.444800 0.444800 0.251260 0.251260 0.244170 0.244170 0.457730 0.457730 1.183040 0.268920 0.540830|0.03609 0.33873 0.06913 0.17411 0.14145 0.22749 0.10927 0.20778 0.18667 0.17982 0.08526 0.27844 0.11679 0.32801 0.11065 0.14061 0.03573 0.20844 0.15655 0.30118 1.18304 0.26892 0.54083|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001000023|也许未来遥远在光年之外|y e x v w ei l ai y ao y van z ai AP g uang n ian zh i w ai AP|E4 E4 E4 E4 E4 E4 F#4/Gb4 F#4/Gb4 F#4/Gb4 F#4/Gb4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 rest B4 B4 B4 B4 C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 rest|0.210830 0.210830 0.459400 0.459400 0.468700 0.468700 0.277520 0.277520 0.302530 0.302530 0.363960 0.363960 0.376380 0.376380 0.133520 0.143060 0.143060 0.349690 0.349690 0.345480 0.345480 1.667920 1.667920 0.335850|0.07852 0.13231 0.23662 0.22278 0.12062 0.34808 0.09109 0.18643 0.11908 0.18345 0.11812 0.24584 0.06952 0.30686 0.13352 0.05075 0.09231 0.07656 0.27313 0.11049 0.23499 0.13329 1.53463 0.33585|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001000024|我愿守候未知里为你等待|w o y van sh ou h ou w ei zh i l i AP SP w ei n i SP d eng d ai SP|E4 E4 F#4/Gb4 F#4/Gb4 F#4/Gb4 F#4/Gb4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 B4 B4 B4 B4 rest rest E4 E4 G#4/Ab4 G#4/Ab4 rest F#4/Gb4 F#4/Gb4 F#4/Gb4 F#4/Gb4 rest|0.295560 0.295560 0.284330 0.284330 0.402250 0.402250 0.333730 0.333730 0.406330 0.406330 0.417580 0.417580 0.271720 0.271720 0.153400 0.057890 0.106920 0.106920 0.308290 0.308290 0.126520 0.331910 0.331910 0.367230 0.367230 0.154340|0.07224 0.22332 0.07844 0.20589 0.19321 0.20904 0.12288 0.21085 0.2246 0.18173 0.09702 0.32056 0.10019 0.17153 0.1534 0.05789 0.03831 0.06861 0.12088 0.18741 0.12652 0.01909 0.31282 0.05327 0.31396 0.15434|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001000025|我没想到为了你我能疯狂到|w o m ei x iang d ao w ei l e n i SP w o n eng f eng k uang d ao SP AP|A4 A4 G#4/Ab4 G#4/Ab4 F#4/Gb4 F#4/Gb4 E4 E4 E4 E4 B4 B4 B4 B4 rest B4 B4 B4 B4 E4 E4 E4 E4 C#4/Db4 C#4/Db4 rest rest|0.400110 0.400110 0.269180 0.269180 0.503640 0.503640 0.227830 0.227830 0.238110 0.238110 0.114560 0.114560 0.357090 0.357090 0.063500 0.326070 0.326070 0.209580 0.209580 0.560950 0.560950 0.453440 0.453440 0.593200 0.593200 0.815850 0.304870|0.15702 0.24309 0.07162 0.19756 0.14276 0.36088 0.08416 0.14367 0.06593 0.17218 0.05907 0.05549 0.12994 0.22715 0.0635 0.04927 0.2768 0.0465 0.16308 0.16485 0.3961 0.13093 0.32251 0.20167 0.39153 0.81585 0.30487|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001000026|山崩海啸没有你根本不想逃|sh an b eng h ai x iao m ei y ou n i SP g en b en b u AP x iang t ao SP|A4 A4 G#4/Ab4 G#4/Ab4 F#4/Gb4 F#4/Gb4 E4 E4 E4 E4 B4 B4 B4 B4 rest B4 B4 B4 B4 E4 E4 rest E4 E4 D#4/Eb4 D#4/Eb4 rest|0.441310 0.441310 0.335100 0.335100 0.241250 0.241250 0.470220 0.470220 0.172070 0.172070 0.177880 0.177880 0.224100 0.224100 0.135160 0.339300 0.339300 0.348130 0.348130 0.229970 0.229970 0.162900 0.586080 0.586080 0.542310 0.542310 1.129780|0.18549 0.25582 0.08681 0.24829 0.12772 0.11353 0.20204 0.26818 0.04718 0.12489 0.06073 0.11715 0.04218 0.18192 0.13516 0.02381 0.31549 0.01469 0.33344 0.02312 0.20685 0.1629 0.17577 0.41031 0.10866 0.43365 1.12978|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001000027|我的大脑为了你已经疯狂到|w o d e d a n ao w ei e n i y i j ing f eng k uang d ao SP|A4 A4 G#4/Ab4 G#4/Ab4 F#4/Gb4 F#4/Gb4 E4 E4 E4 E4 B4 B4 B4 B4 B4 B4 B4 E4 E4 E4 E4 C#4/Db4 C#4/Db4 rest|0.444460 0.444460 0.306430 0.306430 0.264510 0.264510 0.363700 0.363700 0.230970 0.230970 0.062880 0.337630 0.337630 0.290160 0.290160 0.349840 0.349840 0.500560 0.500560 0.710150 0.710150 0.507760 0.507760 1.036680|0.10982 0.33464 0.02075 0.28568 0.00899 0.25552 0.12559 0.23811 0.12037 0.1106 0.06288 0.13435 0.20328 0.11782 0.17234 0.17725 0.17259 0.1683 0.33226 0.19592 0.51423 0.03123 0.47653 1.03668|0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001000028|脉搏心跳没有你根本不重|m ai b o x in t iao m ei y ou n i SP g en b en SP b u zh ong|A4 A4 G#4/Ab4 G#4/Ab4 F#4/Gb4 F#4/Gb4 E4 E4 E4 E4 B4 B4 B4 B4 rest B4 B4 B4 B4 rest E4 E4 E4 E4|0.459410 0.459410 0.244520 0.244520 0.405860 0.405860 0.324360 0.324360 0.232190 0.232190 0.159200 0.159200 0.263590 0.263590 0.061630 0.351600 0.351600 0.258520 0.258520 0.080450 0.464080 0.464080 0.546160 0.546160|0.12504 0.33437 0.02837 0.21615 0.13988 0.26598 0.07568 0.24868 0.07848 0.15371 0.06054 0.09866 0.04313 0.22046 0.06163 0.04146 0.31014 0.02321 0.23531 0.08045 0.02918 0.4349 0.08872 0.45744|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2001000029|要也许航道以外|y ao SP y e x v AP h ang d ao y i w ai ai SP|D#4/Eb4 D#4/Eb4 rest E4 E4 C#4/Db4 C#4/Db4 rest E4 E4 D#4/Eb4 D#4/Eb4 B3 B3 D#4/Eb4 D#4/Eb4 E4 rest|0.534290 0.534290 1.718820 0.354350 0.354350 0.767740 0.767740 0.380770 0.410370 0.410370 0.595530 0.595530 0.624340 0.624340 0.806860 0.806860 0.523710 1.036920|0.04354 0.49075 1.71882 0.05909 0.29526 0.25078 0.51696 0.38077 0.12094 0.28943 0.03599 0.55954 0.17038 0.45396 0.36188 0.44498 0.52371 1.03692|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
